;siren;denominationUsuelleEtablissement;anneeEffectifsEtablissement;trancheEffectifsEtablissement_texte;trancheEffectifsEtablissement;denomination;FJ
1044;438277030;;2017.0;500 à 999 salariés;41.0;ENDEL;nan
1045;438313843;;2017.0;500 à 999 salariés;41.0;SYNCHRONE TECHNOLOGIES;nan
1046;438420887;;2017.0;500 à 999 salariés;41.0;nan;nan
1047;438834186;;2017.0;500 à 999 salariés;41.0;VALEO EMBRAYAGES;nan
1048;439067612;;2017.0;2 000 à 4 999 salariés;51.0;CHANTIERS DE L'ATLANTIQUE;nan
1049;439769654;;2017.0;2 000 à 4 999 salariés;51.0;ESSILOR INTERNATIONAL;nan
1050;439975640;;2017.0;500 à 999 salariés;41.0;nan;nan
1051;440048882;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1052;440056182;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1053;440056463;;2017.0;500 à 999 salariés;41.0;nan;nan
1054;440156081;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1055;440198687;;2017.0;500 à 999 salariés;41.0;CENEXI;nan
1056;440233104;;2017.0;500 à 999 salariés;41.0;nan;nan
1057;440242469;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1058;440305282;;2017.0;500 à 999 salariés;41.0;IDEMIA IDENTITY & SECURITY FRANCE;nan
1059;440310381;;2017.0;500 à 999 salariés;41.0;ITD;nan
1060;440319101;;2017.0;1 000 à 1 999 salariés;42.0;SAMSIC SECURITE;nan
1061;440323426;;2017.0;500 à 999 salariés;41.0;nan;nan
1062;440326692;;2017.0;500 à 999 salariés;41.0;APERAM ALLOYS IMPHY;nan
1063;440513059;;2017.0;2 000 à 4 999 salariés;51.0;SAFRAN CERAMICS;nan
1064;440536555;;2017.0;500 à 999 salariés;41.0;nan;nan
1065;440546018;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1066;440658102;;2017.0;500 à 999 salariés;41.0;nan;nan
1067;440676559;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1068;440838597;;2017.0;500 à 999 salariés;41.0;CLINIQUE DE L ANJOU;nan
1069;441133808;;2017.0;1 000 à 1 999 salariés;42.0;NAVAL GROUP;3608
1070;441330636;;2017.0;500 à 999 salariés;41.0;ENERSYS SARL;nan
1071;441921913;GROUPE MGEN;2017.0;500 à 999 salariés;41.0;nan;nan
1072;441921962;;2017.0;500 à 999 salariés;41.0;nan;nan
1073;442528873;;2017.0;500 à 999 salariés;41.0;TRANSDEV NANCY;nan
1074;443021241;;2017.0;500 à 999 salariés;41.0;BEARINGPOINT FRANCE SAS;nan
1075;443061841;;2017.0;500 à 999 salariés;41.0;GOOGLE FRANCE;nan
1076;443089990;;2017.0;500 à 999 salariés;41.0;NISSAN EUROPE;nan
1077;443146873;;2017.0;500 à 999 salariés;41.0;nan;nan
1078;443177233;;2017.0;500 à 999 salariés;41.0;GOODRICH ACTUATION SYSTEMS SAS;nan
1079;443577739;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1080;443782784;;2017.0;500 à 999 salariés;41.0;SOFEDIT;nan
1081;443982038;FLEX-N-GATE AUDINCOURT;2017.0;500 à 999 salariés;41.0;FLEX-N-GATE FRANCE;nan
1082;444030902;;2017.0;500 à 999 salariés;41.0;SOCIETE DU PARC DU FUTUROSCOPE;nan
1083;444159164;;2017.0;1 000 à 1 999 salariés;42.0;ASSYSTEM ENGINEERING AND OPERATION SERVICES;nan
1084;444182687;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1085;444212955;;2017.0;1 000 à 1 999 salariés;42.0;PAGESJAUNES;nan
1086;444454326;;2017.0;500 à 999 salariés;41.0;SICRA ILE DE FRANCE;nan
1087;444495774;;2017.0;500 à 999 salariés;41.0;CAPGEMINI DEMS FRANCE;nan
1088;444502025;;2017.0;2 000 à 4 999 salariés;51.0;LDC SABLE;nan
1089;444565659;;2017.0;500 à 999 salariés;41.0;JTEKT AUTOMOTIVE LYON;nan
1090;444608442;ENEDIS;2017.0;500 à 999 salariés;41.0;ENEDIS;nan
1091;444619258;;2017.0;500 à 999 salariés;41.0;RTE RESEAU DE TRANSPORT D' ELECTRICITE;4816760000
1092;444718563;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1093;444786511;;2017.0;500 à 999 salariés;41.0;GRDF;nan
1094;444953830;;2017.0;500 à 999 salariés;41.0;nan;nan
1095;445043326;;2017.0;500 à 999 salariés;41.0;nan;nan
1096;445088057;;2017.0;1 000 à 1 999 salariés;42.0;ACCENTURE TECHNOLOGY SOLUTIONS;nan
1097;445174675;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1098;445200488;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1099;445331192;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1100;447754086;;2017.0;500 à 999 salariés;41.0;GUINTOLI;nan
1101;447982125;MEMOART FRANCE;2017.0;500 à 999 salariés;41.0;nan;nan
1102;448457978;;2017.0;500 à 999 salariés;41.0;SOCIETE DE DISTRIBUTION AEROPORTUAIRE;nan
1103;448549758;;2017.0;500 à 999 salariés;41.0;GARDIENNAGE ECLIPSE SURETE;nan
1104;448683789;;2017.0;500 à 999 salariés;41.0;ERNST & YOUNG SOCIETE D'AVOCATS;nan
1105;448694133;;2017.0;500 à 999 salariés;41.0;HP FRANCE SAS;nan
1106;448933325;;2017.0;500 à 999 salariés;41.0;ARMATIS NORD;nan
1107;449142348;;2017.0;2 000 à 4 999 salariés;51.0;ERNST & YOUNG ET ASSOCIES;nan
1108;449990712;;2017.0;1 000 à 1 999 salariés;42.0;BIO-RAD FRANCE;nan
1109;450046768;;2017.0;500 à 999 salariés;41.0;CITY ONE ACCUEIL;nan
1110;450314802;;2017.0;500 à 999 salariés;41.0;nan;nan
1111;450547930;HOPITAL PRIVE OCEANE;2017.0;500 à 999 salariés;41.0;SOCIETE D EXPLOITATION OCEANE;nan
1112;451208292;;2017.0;1 000 à 1 999 salariés;42.0;ACTICALL FRANCE;nan
1113;451221295;;2017.0;500 à 999 salariés;41.0;nan;nan
1114;451321335;;2017.0;1 000 à 1 999 salariés;42.0;CARREFOUR HYPERMARCHES;nan
1115;451375638;;2017.0;1 000 à 1 999 salariés;42.0;NOVO NORDISK PRODUCTION SAS;nan
1116;451399729;;2017.0;1 000 à 1 999 salariés;42.0;PLASTIC OMNIUM AUTO EXTERIEUR;nan
1117;451678973;;2017.0;500 à 999 salariés;41.0;CASTORAMA FRANCE;nan
1118;451751564;;2017.0;500 à 999 salariés;41.0;CREDIT AGRICOLE ASSURANCES SOLUTIONS;nan
1119;452013667;;2017.0;500 à 999 salariés;41.0;SIPAN;175037000
1120;452791262;;2017.0;500 à 999 salariés;41.0;MONDADORI MAGAZINES FRANCE;nan
1121;452807100;L'ATELIER TRAITEUR;2017.0;500 à 999 salariés;41.0;nan;nan
1122;453102717;;2017.0;500 à 999 salariés;41.0;POLYCLINIQUE DE LIMOGES;nan
1123;453207243;;2017.0;500 à 999 salariés;41.0;nan;nan
1124;453664393;;2017.0;500 à 999 salariés;41.0;nan;nan
1125;453721052;;2017.0;500 à 999 salariés;41.0;SAS AGORA PROTECTION ET SECURITE;nan
1126;456204940;;2017.0;500 à 999 salariés;41.0;SA DE PRESSE ET D'EDITION DU SUD OUEST;nan
1127;456500537;DALKIA DIRECTION REGIONALE ILE-DE-FRANCE;2017.0;2 000 à 4 999 salariés;51.0;DALKIA;nan
1128;456504851;;2017.0;500 à 999 salariés;41.0;nan;nan
1129;458502838;;2017.0;500 à 999 salariés;41.0;TRIGANO VDL;nan
1130;458800349;;2017.0;500 à 999 salariés;41.0;CLINIQUE DU MILLENAIRE;nan
1131;466800059;;2017.0;500 à 999 salariés;41.0;CLINIQUE DU PARC;nan
1132;475750337;;2017.0;500 à 999 salariés;41.0;SA SOCIETE DES HOTELS ET CASINO DE DEAUVILLE;nan
1133;477180186;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1134;477181010;;2017.0;500 à 999 salariés;41.0;API RESTAURATION;nan
1135;478834930;CREDIT AGRICOLE NORMANDIE;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1136;478951080;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1137;479048597;;2017.0;500 à 999 salariés;41.0;LOOMIS FRANCE;nan
1138;479162695;;2017.0;500 à 999 salariés;41.0;VALEO SYSTEMES DE CONTROLE MOTEUR;nan
1139;479464166;;2017.0;1 000 à 1 999 salariés;42.0;NESTLE WATERS SUPPLY EST;nan
1140;479766800;;2017.0;1 000 à 1 999 salariés;42.0;CAPGEMINI CONSULTING;nan
1141;479766842;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1142;479918526;;2017.0;500 à 999 salariés;41.0;HARSCO METALS & MINERALS FRANCE;nan
1143;479927915;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1144;479942583;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1145;480061928;;2017.0;500 à 999 salariés;41.0;nan;nan
1146;480064906;;2017.0;500 à 999 salariés;41.0;POLE SANTE LEONARD DE VINCI;nan
1147;480081306;;2017.0;500 à 999 salariés;41.0;WOLTERS KLUWER FRANCE;nan
1148;480107911;;2017.0;1 000 à 1 999 salariés;42.0;SAFRAN ELECTRONICS & DEFENSE;nan
1149;480266014;;2017.0;500 à 999 salariés;41.0;nan;nan
1150;482404761;DESTIA;2017.0;500 à 999 salariés;41.0;AVIDOM;nan
1151;482605771;;2017.0;500 à 999 salariés;41.0;ZODIAC AEROSAFETY SYSTEMS;nan
1152;483018370;;2017.0;500 à 999 salariés;41.0;nan;nan
1153;483157434;;2017.0;500 à 999 salariés;41.0;CRM 59;nan
1154;483479168;;2017.0;500 à 999 salariés;41.0;BRINK'S SECURITY SERVICES SAS;nan
1155;483598603;;2017.0;500 à 999 salariés;41.0;IKKS PRESTATIONS;nan
1156;483993226;;2017.0;500 à 999 salariés;41.0;SALESFORCE.COM FRANCE;nan
1157;483995189;;2017.0;500 à 999 salariés;41.0;ARMATIS CENTRE;nan
1158;484592522;;2017.0;500 à 999 salariés;41.0;nan;nan
1159;484786249;;2017.0;500 à 999 salariés;41.0;CRITEO;1948950000
1160;484920194;;2017.0;1 000 à 1 999 salariés;42.0;SILEC CABLE;nan
1161;487469330;;2017.0;500 à 999 salariés;41.0;NGE GENIE CIVIL;nan
1162;487625436;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1163;487706046;;2017.0;500 à 999 salariés;41.0;SABENA TECHNICS BOD;nan
1164;488404823;AGAP2 - INGEVA;2017.0;500 à 999 salariés;41.0;nan;nan
1165;488488305;;2017.0;500 à 999 salariés;41.0;K2 PROPRETÉ;nan
1166;488727298;;2017.0;500 à 999 salariés;41.0;HANES FRANCE;nan
1167;489332908;;2017.0;500 à 999 salariés;41.0;COOPER-STANDARD FRANCE;nan
1168;489952457;;2017.0;500 à 999 salariés;41.0;BLIZZARD ENTERTAINMENT SAS;nan
1169;490225737;S3M SECURITE;2017.0;1 000 à 1 999 salariés;42.0;S3M SECURITE;nan
1170;490381753;;2017.0;500 à 999 salariés;41.0;"""AWP FRANCE"" SAS";nan
1171;490657376;;2017.0;1 000 à 1 999 salariés;42.0;OTI FRANCE SERVICES;nan
1172;491167839;;2017.0;500 à 999 salariés;41.0;nan;nan
1173;491327375;;2017.0;500 à 999 salariés;41.0;ARMATIS NORMANDIE;nan
1174;491371167;;2017.0;500 à 999 salariés;41.0;LFB BIOMEDICAMENTS;nan
1175;491372702;;2017.0;1 000 à 1 999 salariés;42.0;SPBI;nan
1176;491668893;;2017.0;500 à 999 salariés;41.0;nan;nan
1177;492787957;;2017.0;500 à 999 salariés;41.0;nan;nan
1178;492791306;;2017.0;500 à 999 salariés;41.0;TRANSAVIA FRANCE;nan
1179;492826417;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1180;493371595;;2017.0;500 à 999 salariés;41.0;FROMAGERIES BEL PRODUCTION FRANCE EN ABRÉGÉ F.B.P.F;nan
1181;493373682;;2017.0;500 à 999 salariés;41.0;nan;nan
1182;493378939;;2017.0;2 000 à 4 999 salariés;51.0;ALCATEL-LUCENT INTERNATIONAL;nan
1183;493394662;;2017.0;500 à 999 salariés;41.0;XEROX TECHNOLOGY SERVICES;nan
1184;493414403;;2017.0;500 à 999 salariés;41.0;FAMAR ORLÉANS;nan
1185;493418545;;2017.0;500 à 999 salariés;41.0;nan;nan
1186;493455042;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1187;493466395;;2017.0;500 à 999 salariés;41.0;CLINIQUE DES CEDRES;nan
1188;493466783;;2017.0;500 à 999 salariés;41.0;CAPIO TONKIN GRAND LARGE;nan
1189;493689566;A-E-C ENVIRONNEMENT;2017.0;1 000 à 1 999 salariés;42.0;ARC EN CIEL ENVIRONNEMENT;nan
1190;494887631;;2017.0;500 à 999 salariés;41.0;MARS PF FRANCE;nan
1191;494887854;MARS WRIGLEY CONFECTIONERY FRANCE;2017.0;500 à 999 salariés;41.0;MARS CHOCOLAT FRANCE;nan
1192;496680018;;2017.0;1 000 à 1 999 salariés;42.0;KERMENE;nan
1193;499198059;HOPITAL ROBERT SCHUMAN;2017.0;500 à 999 salariés;41.0;nan;nan
1194;499379923;;2017.0;500 à 999 salariés;41.0;nan;nan
1195;499529121;;2017.0;500 à 999 salariés;41.0;nan;nan
1196;499686533;;2017.0;500 à 999 salariés;41.0;STAMPIN'UP ! FRANCE SARL;nan
1197;500539507;;2017.0;500 à 999 salariés;41.0;nan;nan
1198;500569405;;2017.0;500 à 999 salariés;41.0;DECATHLON FRANCE;nan
1199;501018279;;2017.0;500 à 999 salariés;41.0;TRANSDEV REIMS;nan
1200;501106520;;2017.0;500 à 999 salariés;41.0;nan;nan
1201;501537039;;2017.0;500 à 999 salariés;41.0;LYONDELLBASELL SERVICES FRANCE SAS;nan
1202;501620819;;2017.0;2 000 à 4 999 salariés;51.0;CAPTAIN TORTUE FRANCE;nan
1203;501639165;;2017.0;500 à 999 salariés;41.0;ENTREPRISE DE TRAVAUX FAYOLLE & FILS;nan
1204;501651616;APERAM STAINLESS FRANCE;2017.0;500 à 999 salariés;41.0;APERAM STAINLESS FRANCE;nan
1205;501735328;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1206;502225022;;2017.0;500 à 999 salariés;41.0;HEMERA;nan
1207;503314767;;2017.0;500 à 999 salariés;41.0;nan;nan
1208;504313032;;2017.0;2 000 à 4 999 salariés;51.0;ARC FRANCE;nan
1209;504599010;;2017.0;500 à 999 salariés;41.0;WB AMBASSADOR;nan
1210;504941337;;2017.0;1 000 à 1 999 salariés;42.0;STMICROELECTRONICS (GRENOBLE 2) SAS;nan
1211;506950211;;2017.0;500 à 999 salariés;41.0;nan;nan
1212;508513785;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1213;509168480;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1214;509553459;;2017.0;500 à 999 salariés;41.0;M H C S;nan
1215;509678959;;2017.0;500 à 999 salariés;41.0;FORD AQUITAINE INDUSTRIES;nan
1216;509760948;;2017.0;1 000 à 1 999 salariés;42.0;PROTELCO;nan
1217;509873543;;2017.0;500 à 999 salariés;41.0;nan;nan
1218;510557374;;2017.0;500 à 999 salariés;41.0;CAPDUNE;nan
1219;511070427;;2017.0;500 à 999 salariés;41.0;nan;nan
1220;511278533;;2017.0;500 à 999 salariés;41.0;3MEDIA;nan
1221;511302069;;2017.0;500 à 999 salariés;41.0;GOODYEAR DUNLOP TIRES AMIENS SUD;nan
1222;512696048;;2017.0;500 à 999 salariés;41.0;PRIMIUM;nan
1223;513676445;;2017.0;500 à 999 salariés;41.0;ACQUA;nan
1224;513852657;;2017.0;500 à 999 salariés;41.0;HARDIS GROUPE;nan
1225;514368034;;2017.0;500 à 999 salariés;41.0;SFERIS;nan
1226;515450088;SAFRAN SEATS FRANCE;2017.0;1 000 à 1 999 salariés;42.0;ZODIAC SEATS FRANCE;nan
1227;518515416;;2017.0;2 000 à 4 999 salariés;51.0;AAF LA PROVIDENCE II;nan
1228;518515564;;2017.0;1 000 à 1 999 salariés;42.0;EUROP NET II;nan
1229;518720925;;2017.0;500 à 999 salariés;41.0;APAVE SUDEUROPE SAS;nan
1230;519029565;;2017.0;500 à 999 salariés;41.0;nan;nan
1231;519029573;;2017.0;500 à 999 salariés;41.0;TRIMET FRANCE;nan
1232;519032247;;2017.0;500 à 999 salariés;41.0;AIRBUS SAFRAN LAUNCHERS;nan
1233;519319651;;2017.0;500 à 999 salariés;41.0;SOPRA HR SOFTWARE;nan
1234;519512495;;2017.0;500 à 999 salariés;41.0;PLASTIC OMNIUM AUTO INERGY SERVICES;nan
1235;519587851;;2017.0;500 à 999 salariés;41.0;nan;nan
1236;519881791;;2017.0;1 000 à 1 999 salariés;42.0;AZURIAL;nan
1237;520079252;;2017.0;500 à 999 salariés;41.0;nan;nan
1238;520239716;;2017.0;1 000 à 1 999 salariés;42.0;ATALIAN PROPRETE NORD NORMANDIE;nan
1239;520283110;;2017.0;500 à 999 salariés;41.0;ATALIAN PROPRETE EST;nan
1240;520451907;;2017.0;1 000 à 1 999 salariés;42.0;TFN PROPRETE SUD-OUEST;nan
1241;520563149;;2017.0;500 à 999 salariés;41.0;LUXURY CLEANING SERVICES - LCS;nan
1242;520807876;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1243;524334943;;2017.0;1 000 à 1 999 salariés;42.0;VEOLIA EAU D'ILE DE FRANCE SNC;nan
1244;525031522;;2017.0;500 à 999 salariés;41.0;FIDAL;nan
1245;525105607;;2017.0;500 à 999 salariés;41.0;nan;nan
1246;525721189;;2017.0;1 000 à 1 999 salariés;42.0;SAVERGLASS;nan
1247;527860555;;2017.0;500 à 999 salariés;41.0;LIEBHERR-MINING EQUIPMENT COLMAR SAS;nan
1248;527866198;;2017.0;500 à 999 salariés;41.0;LOT AIDE A DOMICILE;nan
1249;528365125;;2017.0;500 à 999 salariés;41.0;nan;nan
1250;528449598;;2017.0;500 à 999 salariés;41.0;BESANCON MOBILITES;nan
1251;529075194;;2017.0;500 à 999 salariés;41.0;ARTEMIS SECURITY;nan
1252;529219040;;2017.0;500 à 999 salariés;41.0;nan;nan
1253;529221749;;2017.0;1 000 à 1 999 salariés;42.0;TOTAL RAFFINAGE FRANCE;nan
1254;531680445;;2017.0;500 à 999 salariés;41.0;TOTAL MARKETING FRANCE;nan
1255;532243599;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1256;532254307;;2017.0;500 à 999 salariés;41.0;nan;nan
1257;535318935;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1258;537443764;;2017.0;500 à 999 salariés;41.0;H ETOILE;nan
1259;537978603;;2017.0;500 à 999 salariés;41.0;KEOLIS ORLEANS VAL DE LOIRE;nan
1260;538329913;;2017.0;500 à 999 salariés;41.0;CERTICALL;nan
1261;538330358;;2017.0;500 à 999 salariés;41.0;EQUALINE;nan
1262;538567793;;2017.0;500 à 999 salariés;41.0;TRANSPORTS DE L'AGGLOMERATION DE METZ METROPOLE;nan
1263;538700022;;2017.0;1 000 à 1 999 salariés;42.0;SPIE FACILITIES;nan
1264;538760125;;2017.0;500 à 999 salariés;41.0;SARTORIUS STEDIM FMT SAS;nan
1265;542014428;;2017.0;1 000 à 1 999 salariés;42.0;NESTLE FRANCE;nan
1266;542016381;;2017.0;500 à 999 salariés;41.0;nan;nan
1267;542016951;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1268;542016993;;2017.0;500 à 999 salariés;41.0;nan;nan
1269;542029848;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1270;542034921;;2017.0;1 000 à 1 999 salariés;42.0;TOTAL MARKETING SERVICES;nan
1271;542041421;;2017.0;500 à 999 salariés;41.0;NAPHTACHIMIE;nan
1272;542042486;;2017.0;1 000 à 1 999 salariés;42.0;BAYARD PRESSE;185937000
1273;542044524;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1274;542050315;;2017.0;500 à 999 salariés;41.0;GEFCO;4647400000
1275;542051180;;2017.0;2 000 à 4 999 salariés;51.0;TOTAL SA;209363000000
1276;542052766;;2017.0;1 000 à 1 999 salariés;42.0;CHANEL;1984390000
1277;542055603;;2017.0;500 à 999 salariés;41.0;SONY MUSIC ENTERTAINMENT FRANCE SAS;nan
1278;542065479;;2017.0;5 000 à 9 999 salariés;52.0;PEUGEOT CITROEN AUTOMOBILES SA;nan
1279;542069158;GLASURIT-RM-SALCOMIX-BASLAC;2017.0;500 à 999 salariés;41.0;BASF FRANCE SAS;nan
1280;542073580;;2017.0;500 à 999 salariés;41.0;nan;nan
1281;542074976;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1282;542077755;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1283;542078555;;2017.0;500 à 999 salariés;41.0;3M FRANCE;nan
1284;542086616;;2017.0;500 à 999 salariés;41.0;ETABLISSEMENTS DARTY ET FILS;nan
1285;542088067;LA VACHE QUI RIT - FBSA;2017.0;500 à 999 salariés;41.0;FROMAGERIES BEL;1314190000
1286;542094750;;2017.0;500 à 999 salariés;41.0;nan;nan
1287;542097522;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1288;542097902;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1289;542104245;;2017.0;500 à 999 salariés;41.0;nan;nan
1290;542107651;ENGIE;2017.0;1 000 à 1 999 salariés;42.0;ENGIE;121192000000
1291;542107800;;2017.0;500 à 999 salariés;41.0;nan;nan
1292;542110291;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1293;542880125;;2017.0;500 à 999 salariés;41.0;nan;nan
1294;545550378;;2017.0;500 à 999 salariés;41.0;DEFONTAINE;nan
1295;545620114;;2017.0;500 à 999 salariés;41.0;nan;nan
1296;546380197;;2017.0;500 à 999 salariés;41.0;nan;nan
1297;546650367;;2017.0;500 à 999 salariés;41.0;ARRIVE;nan
1298;546950379;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1299;547350249;;2017.0;500 à 999 salariés;41.0;nan;nan
1300;548202985;;2017.0;500 à 999 salariés;41.0;nan;nan
1301;548500149;;2017.0;500 à 999 salariés;41.0;SOCOMEC S A;nan
1302;550801195;;2017.0;500 à 999 salariés;41.0;CLINIQUE PASTEUR;nan
1303;552002313;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1304;552003261;;2017.0;500 à 999 salariés;41.0;nan;nan
1305;552012031;;2017.0;1 000 à 1 999 salariés;42.0;ROCHE;nan
1306;552016628;;2017.0;2 000 à 4 999 salariés;51.0;AEROPORTS DE PARIS;4478000000
1307;552016834;;2017.0;1 000 à 1 999 salariés;42.0;LIEBHERR-AEROSPACE TOULOUSE SAS;nan
1308;552018020;;2017.0;1 000 à 1 999 salariés;42.0;MONOPRIX;nan
1309;552032534;;2017.0;500 à 999 salariés;41.0;DANONE;24812000000
1310;552032708;;2017.0;500 à 999 salariés;41.0;REGIE IMMOBILIERE DE LA VILLE DE PARIS;nan
1311;552043754;;2017.0;500 à 999 salariés;41.0;nan;nan
1312;552044992;;2017.0;500 à 999 salariés;41.0;POMONA;3752030000
1313;552045999;;2017.0;500 à 999 salariés;41.0;BOUYGUES CONSTRUCTION;12358000000
1314;552046484;;2017.0;500 à 999 salariés;41.0;nan;nan
1315;552046955;;2017.0;1 000 à 1 999 salariés;42.0;ENGIE ENERGIE SERVICES;nan
1316;552048027;;2017.0;2 000 à 4 999 salariés;51.0;KEOLIS LILLE;nan
1317;552048837;;2017.0;1 000 à 1 999 salariés;42.0;SKF FRANCE;nan
1318;552049447;;2017.0;1 000 à 1 999 salariés;42.0;SNCF MOBILITÉS;31681000000
1319;552059024;;2017.0;500 à 999 salariés;41.0;THALES;15854700000
1320;552062663;;2017.0;500 à 999 salariés;41.0;nan;nan
1321;552065187;PCD;2017.0;1 000 à 1 999 salariés;42.0;PARFUMS CHRISTIAN DIOR;nan
1322;552069791;;2017.0;500 à 999 salariés;41.0;nan;nan
1323;552081317;;2017.0;2 000 à 4 999 salariés;51.0;ELECTRICITE DE FRANCE;68976000000
1324;552081739;;2017.0;500 à 999 salariés;41.0;APTAR FRANCE SAS;nan
1325;552088536;;2017.0;500 à 999 salariés;41.0;BOLLORÉ LOGISTICS;nan
1326;552091795;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1327;552108011;;2017.0;2 000 à 4 999 salariés;51.0;nan;nan
1328;552111809;;2017.0;1 000 à 1 999 salariés;42.0;KEOLIS;5624100000
1329;552116329;;2017.0;1 000 à 1 999 salariés;42.0;nan;nan
1330;552117590;;2017.0;500 à 999 salariés;41.0;HENKEL FRANCE;nan
1331;552118465;CIE IBM FRANCE;2017.0;2 000 à 4 999 salariés;51.0;COMPAGNIE IBM FRANCE;nan
1332;552119216;;2017.0;1 000 à 1 999 salariés;42.0;UNILEVER FRANCE;nan
1333;552120222;;2017.0;10 000 salariés et plus;53.0;nan;nan
1334;552139677;;2017.0;500 à 999 salariés;41.0;SEPTODONT OU SEPTODONT SAS OU SPECIALITES SEPTODONT;nan
1335;552141533;;2017.0;500 à 999 salariés;41.0;nan;nan
1336;558201075;;2017.0;500 à 999 salariés;41.0;ASTRAZENECA;nan
1337;559801675;;2017.0;500 à 999 salariés;41.0;GKN DRIVELINE SA;nan
1338;562011742;;2017.0;500 à 999 salariés;41.0;BRISTOL-MYERS SQUIBB;nan
1339;562012427;;2017.0;500 à 999 salariés;41.0;SEALED AIR S.A.S;nan
1340;562016774;;2017.0;500 à 999 salariés;41.0;SIEMENS SAS;nan
1341;562024422;;2017.0;2 000 à 4 999 salariés;51.0;CMA CGM;23476200000
1342;562033068;JANSSEN;2017.0;500 à 999 salariés;41.0;JANSSEN-CILAG;nan
1343;562037838;;2017.0;500 à 999 salariés;41.0;MAN DIESEL & TURBO FRANCE;nan
1344;562038893;;2017.0;500 à 999 salariés;41.0;BAYER SAS;nan
1345;562060269;;2017.0;500 à 999 salariés;41.0;DRESSER-RAND SAS;nan
1346;562061630;;2017.0;500 à 999 salariés;41.0;CHEVRON ORONITE SAS;nan
1347;562063057;;2017.0;500 à 999 salariés;41.0;GIVAUDAN FRANCE;nan
1348;562077792;;2017.0;500 à 999 salariés;41.0;BALAS;nan
1349;562082909;;2017.0;500 à 999 salariés;41.0;SAFRAN;21025000000
1350;562091132;;2017.0;500 à 999 salariés;41.0;KEOLIS CIF;nan
1351;562107003;;2017.0;500 à 999 salariés;41.0;ONET LOGISTIQUE;nan
1352;562113530;;2017.0;500 à 999 salariés;41.0;THALES DIS FRANCE SA;nan
1353;562123513;;2017.0;500 à 999 salariés;41.0;ACOME SOCIÉTÉ COOPÉRATIVE ET PARTICIPATIVE SOCIÉTÉ ANONYME C;509072000
1354;562136036;;2017.0;1 000 à 1 999 salariés;42.0;RAZEL-BEC;746286000
1355;562880179;;2017.0;500 à 999 salariés;41.0;CEMOI CONFISEUR;nan
1356;562880468;;2017.0;500 à 999 salariés;41.0;LACOSTE OPERATIONS;nan
1357;563820489;;2017.0;500 à 999 salariés;41.0;nan;nan
1358;568500680;;2017.0;1 000 à 1 999 salariés;42.0;COMPAGNIE DES TRANSPORTS STRASBOURGEOIS;nan
1359;568504161;;2017.0;2 000 à 4 999 salariés;51.0;SCHAEFFLER FRANCE;nan
1360;569200959;;2017.0;500 à 999 salariés;41.0;TRANSPORTS G GAUTIER;nan
1361;569500994;;2017.0;500 à 999 salariés;41.0;REGIE MIXTE DES TRANSPORTS TOULONNAIS;nan
1362;571722669;;2017.0;500 à 999 salariés;41.0;LYRECO FRANCE;nan
