siren;denominationUsuelleEtablissement;anneeEffectifsEtablissement;trancheEffectifsEtablissement_texte;trancheEffectifsEtablissement
776983546;;2017.0;1 000 à 1 999 salariés;42.0
777380783;;2017.0;500 à 999 salariés;41.0
777456179;;2017.0;1 000 à 1 999 salariés;42.0
777629288;;2017.0;500 à 999 salariés;41.0
777863820;;2017.0;500 à 999 salariés;41.0
777903816;;2017.0;1 000 à 1 999 salariés;42.0
778073387;;2017.0;500 à 999 salariés;41.0
778127613;;2017.0;1 000 à 1 999 salariés;42.0
778134601;;2017.0;1 000 à 1 999 salariés;42.0
778137877;;2017.0;500 à 999 salariés;41.0
778204271;;2017.0;500 à 999 salariés;41.0
778596502;;2017.0;500 à 999 salariés;41.0
778853309;;2017.0;500 à 999 salariés;41.0
778950550;;2017.0;500 à 999 salariés;41.0
778971424;;2017.0;500 à 999 salariés;41.0
779213867;;2017.0;500 à 999 salariés;41.0
779311448;;2017.0;500 à 999 salariés;41.0
779456367;;2017.0;500 à 999 salariés;41.0
779555887;;2017.0;500 à 999 salariés;41.0
779838366;;2017.0;500 à 999 salariés;41.0
779868728;;2017.0;500 à 999 salariés;41.0
779924133;;2017.0;1 000 à 1 999 salariés;42.0
780043295;;2017.0;500 à 999 salariés;41.0
780129987;;2017.0;10 000 salariés et plus;53.0
780254975;;2017.0;500 à 999 salariés;41.0
780503918;;2017.0;500 à 999 salariés;41.0
780864948;;2017.0;1 000 à 1 999 salariés;42.0
780874392;;2017.0;500 à 999 salariés;41.0
780901559;;2017.0;1 000 à 1 999 salariés;42.0
781065396;;2017.0;2 000 à 4 999 salariés;51.0
781112891;;2017.0;500 à 999 salariés;41.0
781446521;;2017.0;500 à 999 salariés;41.0
781452511;;2017.0;1 000 à 1 999 salariés;42.0
781622782;;2017.0;1 000 à 1 999 salariés;42.0
781669601;;2017.0;1 000 à 1 999 salariés;42.0
781831714;;2017.0;500 à 999 salariés;41.0
781903521;;2017.0;500 à 999 salariés;41.0
782021307;;2017.0;1 000 à 1 999 salariés;42.0
782596589;;2017.0;500 à 999 salariés;41.0
782825558;;2017.0;500 à 999 salariés;41.0
782855696;;2017.0;500 à 999 salariés;41.0
782879951;;2017.0;1 000 à 1 999 salariés;42.0
782921233;;2017.0;1 000 à 1 999 salariés;42.0
783336068;;2017.0;500 à 999 salariés;41.0
783441140;;2017.0;500 à 999 salariés;41.0
783697345;;2017.0;500 à 999 salariés;41.0
783712912;;2017.0;500 à 999 salariés;41.0
784257164;;2017.0;1 000 à 1 999 salariés;42.0
784396079;;2017.0;1 000 à 1 999 salariés;42.0
784543480;;2017.0;500 à 999 salariés;41.0
784608416;;2017.0;500 à 999 salariés;41.0
784670630;;2017.0;500 à 999 salariés;41.0
784714008;;2017.0;500 à 999 salariés;41.0
784778029;;2017.0;1 000 à 1 999 salariés;42.0
784824153;;2017.0;1 000 à 1 999 salariés;42.0
785304031;CLAAS TRACTOR SAS;2017.0;500 à 999 salariés;41.0
785423773;;2017.0;500 à 999 salariés;41.0
785433814;;2017.0;1 000 à 1 999 salariés;42.0
785447467;;2017.0;500 à 999 salariés;41.0
785665126;;2017.0;500 à 999 salariés;41.0
785769555;;2017.0;500 à 999 salariés;41.0
786920306;;2017.0;500 à 999 salariés;41.0
788182954;;2017.0;500 à 999 salariés;41.0
788213825;SERIS SECURITY;2017.0;1 000 à 1 999 salariés;42.0
788214963;;2017.0;500 à 999 salariés;41.0
789139789;DATS;2017.0;500 à 999 salariés;41.0
789216702;;2017.0;500 à 999 salariés;41.0
789237641;;2017.0;500 à 999 salariés;41.0
789515160;;2017.0;500 à 999 salariés;41.0
789823580;;2017.0;500 à 999 salariés;41.0
790151716;;2017.0;500 à 999 salariés;41.0
790858294;PRIMARK FRANCE;2017.0;500 à 999 salariés;41.0
791079858;;2017.0;1 000 à 1 999 salariés;42.0
791747819;;2017.0;500 à 999 salariés;41.0
791866890;ING WHOLESALE BANKING;2017.0;500 à 999 salariés;41.0
793618828;;2017.0;500 à 999 salariés;41.0
794030213;;2017.0;1 000 à 1 999 salariés;42.0
795275262;;2017.0;500 à 999 salariés;41.0
797080850;;2017.0;1 000 à 1 999 salariés;42.0
797904968;;2017.0;500 à 999 salariés;41.0
798233011;;2017.0;500 à 999 salariés;41.0
799687454;;2017.0;500 à 999 salariés;41.0
800543431;;2017.0;500 à 999 salariés;41.0
801672791;;2017.0;500 à 999 salariés;41.0
802485920;;2017.0;500 à 999 salariés;41.0
803247956;;2017.0;500 à 999 salariés;41.0
803733625;;2017.0;500 à 999 salariés;41.0
803744507;;2017.0;500 à 999 salariés;41.0
803769827;;2017.0;500 à 999 salariés;41.0
804834711;PORT BOULOGNE CALAIS;2017.0;500 à 999 salariés;41.0
805020740;;2017.0;500 à 999 salariés;41.0
806420360;;2017.0;500 à 999 salariés;41.0
807641360;;2017.0;1 000 à 1 999 salariés;42.0
808227052;;2017.0;2 000 à 4 999 salariés;51.0
808234801;;2017.0;500 à 999 salariés;41.0
808332670;;2017.0;500 à 999 salariés;41.0
811847243;;2017.0;500 à 999 salariés;41.0
812986289;;2017.0;500 à 999 salariés;41.0
813755949;LYON METROPOLE HABITAT;2017.0;500 à 999 salariés;41.0
815243852;CORSICA LINEA;2017.0;500 à 999 salariés;41.0
815371661;;2017.0;500 à 999 salariés;41.0
817439524;;2017.0;500 à 999 salariés;41.0
818336638;;2017.0;500 à 999 salariés;41.0
819779406;;2017.0;500 à 999 salariés;41.0
821649084;;2017.0;500 à 999 salariés;41.0
822947636;;2017.0;500 à 999 salariés;41.0
824455679;;2017.0;500 à 999 salariés;41.0
845420280;;2017.0;500 à 999 salariés;41.0
847150133;;2017.0;500 à 999 salariés;41.0
854800745;;2017.0;500 à 999 salariés;41.0
855200507;;2017.0;10 000 salariés et plus;53.0
857200521;EDEC CSP - EPL;2017.0;500 à 999 salariés;41.0
857500227;;2017.0;500 à 999 salariés;41.0
857800692;;2017.0;500 à 999 salariés;41.0
857802508;;2017.0;1 000 à 1 999 salariés;42.0
867800427;;2017.0;2 000 à 4 999 salariés;51.0
870800299;;2017.0;500 à 999 salariés;41.0
872803390;SIGMA - SIGMA INFORMATIQUE;2017.0;500 à 999 salariés;41.0
876580077;;2017.0;500 à 999 salariés;41.0
886080282;;2017.0;500 à 999 salariés;41.0
916920697;;2017.0;500 à 999 salariés;41.0
925520108;;2017.0;500 à 999 salariés;41.0
927250217;;2017.0;1 000 à 1 999 salariés;42.0
937080414;;2017.0;500 à 999 salariés;41.0
945551018;;2017.0;500 à 999 salariés;41.0
945752137;;2017.0;1 000 à 1 999 salariés;42.0
946750650;;2017.0;500 à 999 salariés;41.0
950308783;;2017.0;500 à 999 salariés;41.0
950344333;;2017.0;1 000 à 1 999 salariés;42.0
950608406;;2017.0;500 à 999 salariés;41.0
954503439;;2017.0;1 000 à 1 999 salariés;42.0
954506077;RENAULT TRUCKS;2017.0;2 000 à 4 999 salariés;51.0
954507976;;2017.0;500 à 999 salariés;41.0
954509741;;2017.0;1 000 à 1 999 salariés;42.0
955500293;;2017.0;1 000 à 1 999 salariés;42.0
956501258;;2017.0;500 à 999 salariés;41.0
956512495;;2017.0;500 à 999 salariés;41.0
957520901;;2017.0;500 à 999 salariés;41.0
967501685;;2017.0;500 à 999 salariés;41.0
967504697;;2017.0;1 000 à 1 999 salariés;42.0
967505967;;2017.0;500 à 999 salariés;41.0
968502559;;2017.0;500 à 999 salariés;41.0
968802249;;2017.0;500 à 999 salariés;41.0
969510940;;2017.0;500 à 999 salariés;41.0
971204052;;2017.0;500 à 999 salariés;41.0
976950311;;2017.0;500 à 999 salariés;41.0
997556303;;2017.0;500 à 999 salariés;41.0
998348601;;2017.0;1 000 à 1 999 salariés;42.0
