project_denomination;paragraph_id;page_nb;paragraph;x_group;y_min_paragraph;y_max_paragraph
carrefour;2248;105;"le renouvellement du partenariat auprès de l’Association ONU Femmes France ;";0;477;495
carrefour;2249;105;l’engagement de Carrefour et d’UNI Global Union à travers un accord international.;0;453;472
carrefour;2250;105;Carrefour, membre de l’initiative européenne CEASE;0;436;446
carrefour;2251;105;Pour garantir la santé physique et psychologique de ses collaborateurs, Carrefour prend en compte l’ensemble des facteurs de risque auxquels ils peuvent être exposés. Une femme sur trois a été victime de violence physique ou sexuelle, la plupart du temps perpétrée par un conjoint ou ex-conjoint, et plus d’une femme sur cinq connaît un collègue ou un(e) ancien(ne) collègue qui a été victime de violence au sein du couple (1). Comme chaque entreprise, Carrefour est ainsi concerné par cette problématique.;0;352;430
carrefour;2252;105;Dans ce contexte, Carrefour est engagé pour mettre fin aux violences faites aux femmes en tant que membre de l’initiative européenne CEASE et du réseau 1in3Women piloté en France par FACE, réunissant plus d’une quinzaine d’entreprises européennes dont : BNP Paribas, Carrefour, Kering, Korian, Lagardère à travers la Fondation Elle et SNCF. Carrefour a signé en 2018 la charte de ce réseau qui lutte contre les violences faites aux femmes.;0;277;346
carrefour;2253;105;Le projet CEASE/1in3women est un projet sur trois ans dont les objectifs sont :;0;252;271
carrefour;2254;105;"comprendre ce que sont les violences basées sur le genre et leur portée, en chiffres et données qualitatives ;";0;228;246
carrefour;2255;105;"sensibiliser sur ces violences au sein de nos propres organisations, auprès de nos pairs et parties prenantes ainsi qu’auprès du grand public ;";0;194;223
carrefour;2256;105;"créer une culture égalitaire au sein de nos organisations ;";0;181;190
carrefour;2257;105;"produire ou faire usage de politiques, outils, formations et processus pour nos services de ressources humaines, équipes de management et tous les collaborateurs qui permettent d’apporter une réponse lorsque des salariées évoquent des violences dont elles sont victimes ;";0;128;176
carrefour;2258;105;"permettre aux salariées de parler ouvertement et promouvoir un environnement bienveillant pour nos collaboratrices victimes de violences ;";0;95;123
carrefour;2259;105;(1) Violence à l’égard des femmes : une enquête à l’échelle de l’UE, Agence des droits fondamentaux de l’Union européenne (2014).;0;58;66
carrefour;2260;105;leurs vies Ils entravent;1;570;578
carrefour;2261;106;RESPONSABILITÉ SOCIÉTALE;0;754;763
carrefour;2262;106;Les collaborateurs;0;744;751
carrefour;2263;106;La singularité au cœur de la politique handicap;0;711;724
carrefour;2264;106;Le groupe Carrefour a ancré sa démarche de recrutement, d’intégration et de maintien dans l’emploi, en faveur des personnes en situation de handicap, au cœur de sa politique de ressources humaines. Le premier accord portant sur l’emploi de personnel en situation de handicap a été signé en 1999 au sein des hypermarchés français. Vingt ans après cette première démarche, Carrefour en France est aujourd’hui exemplaire en matière de handicap : les taux d’emploi de personnes en situation de handicap en hypermarchés et supermarchés sont bien au-dessus des 6 % (seuil légal en France). Carrefour s'est fixé comme objectif d'atteindre 4% d'emploi de personnes en situation de handicap dans l'ensemble du Groupe d'ici 2025 [Indice RSE & transition alimentaire].;0;574;702
carrefour;2265;106;Soucieux de faire bouger les lignes et de changer le regard sur le handicap, Carrefour soutient et participe à plusieurs événements de sensibilisation au handicap ou à la prise en compte de la différence au sein des équipes.;0;529;568
carrefour;2266;106;Cette année encore, Carrefour a activement pris part à la Semaine européenne pour l’emploi des personnes handicapées, organisée depuis 22 ans par l’Association pour professionnelle des personnes handicapées (ADAPT). Affichant un taux d’emploi des personnes en situation de handicap en hausse de 20 % en Europe depuis cinq ans, le Groupe emploie actuellement plus de 12 377 collaborateurs en situation de handicap.;0;454;523
carrefour;2267;106;Carrefour supply chain France a participé pour la cinquième année consécutive à la course Free Handi’se Trophy. Ce interentreprises a pour objectif de faire évoluer le regard et les comportements des salariés sur le handicap. Quatre équipes de Carrefour, composées de deux collaborateurs en situation de;0;399;448
carrefour;2268;106;Performance de Carrefour;0;366;377
carrefour;2269;106;Le pourcentage de salariés déclarés en situation de handicap (3,4% en 2018) est à la hausse depuis 2011 (3,4% en 2018 vs 2,6% en 2011). Etant donnée la taille du Groupe, cela représente un nombre important de salariés en situation de handicap : 12 253 en 2018. [Indice RSE et transition alimentaire].;0;331;359
carrefour;2270;106;Aaa;0;306;314
carrefour;2271;106;Pourcentage de salariés déclarés en situation de handicap;0;282;299
carrefour;2272;106;Nombre de salariés déclarés en situation de handicap;0;258;276
carrefour;2273;106;104 CARREFOUR | DOCUMENT DE RÉFÉRENCE 2018;0;31;38
carrefour;2274;106;handicap et de deux collaborateurs valides, ont relevé le défi pour rallier Bordeaux à Nantes.;2;684;702
carrefour;2275;106;En Pologne, le travail de Carrefour avec l’association Ekon a permis le recrutement de 370 personnes en situation de handicap.;2;659;678
carrefour;2276;106;En Roumanie, Carrefour mène depuis plus de deux ans un plan d’action : campagne d’affichage pour le recrutement dans tous les magasins, programme de cooptation, partenariats avec des associations spécialisées. À fin 2018, ce programme a permis l’embauche de plus de 200 personnes en situation de handicap.;2;604;653
carrefour;2277;106;En Italie, Carrefour a fait du handicap l’un des quatre axes prioritaires de sa stratégie Diversité. Dans le pays, l’enseigne emploie environ 600 personnes en situation de handicap.;2;569;598
carrefour;2278;106;Carrefour Brésil emploie de son côté 3,7 % de personnes en situation de handicap, soit près de 1 450 personnes. L’enseigne Atacadão poursuit chaque année ses actions en faveur de l’emploi des personnes en situation de handicap : réunions en région, actions de sensibilisation et dialogue permanent avec la Brazilian National Confederation of Commerce Workers.;2;505;563
carrefour;2279;106;Depuis 10 ans, Carrefour Supermarché soutient le projet Rêves de gosses, porté par l’association les Chevaliers du Ciel. Créée en 1996 par des passionnées d’aviation, elle contribue à faire accepter les différences entre les enfants « ordinaires » et « extraordinaires » en leur permettant de réaliser leurs rêves. Enfants malades, handicapés, défavorisés ou « cabossés par la vie » se rencontrent et travaillent ensemble sur un projet pédagogique d’ouverture au monde ordinaire, soutenus par l’animation des équipes éducatives d’établissements spécialisés. L’association leur offre ensuite une journée festive avec baptêmes de publicitaires, animations, etc.;2;390;499
carrefour;2280;106;2017;2;306;314
carrefour;2281;106;3,3%;2;282;290
carrefour;2282;106;12 251;2;258;267
carrefour;2283;106;l’insertion sociale et;1;494;503
carrefour;2284;106;raid;1;429;438
carrefour;2285;106;2018;1;306;314
carrefour;2286;106;3,4%;1;282;290
carrefour;2287;106;12 253;1;258;267
carrefour;2288;106;l’air, goûters, cadeaux;3;400;409
carrefour;2289;106;Variation;3;306;314
carrefour;2290;106;+ 0,1 point;3;282;290
carrefour;2291;106;- 2,5 %;3;258;267
carrefour;2292;107;RESPONSABILITÉ SOCIÉTALE;2;754;763
carrefour;2293;107;Conduite responsable des affaires;2;744;751
carrefour;2294;107;Faits marquants;2;656;667
carrefour;2295;107;Au titre de l’exercice 2018, l’ensemble des entités du groupe Carrefour ont acquitté un montant de 1 093 millions d’euros au titre de leurs obligations fiscales. De surcroit, le groupe Carrefour supporte des charges sociales pour un montant d’environ 1 909 millions d’euros, pour l’ensemble de ses 360 000 salariés.;2;600;649
carrefour;2296;107;Le groupe Carrefour a, dans ses comptes consolidés du 31 décembre 2018, enregistré une charge d’impôt sur le résultat de 539 millions d’euros pour un résultat avant impôt de 496 millions d’euros.;2;556;594
carrefour;2297;107;En France, il convient de noter que Carrefour est soumis à plus de 80 taxes différentes pour (i) un montant de taxes annuelles supérieur à 457 millions d’euros dont 91 millions d’euros de CVAE et 366 millions d’euros sur les facteurs de production (taxes incluses dans le résultat avant impôt avec notamment les taxes portant sur les surfaces commerciales) et (ii) un montant de charge sociales net du CICE de 1 034 millions d’euros.;2;481;550
carrefour;2298;107;La lutte contre la corruption;2;455;468
carrefour;2299;107;Carrefour est engagé dans le développement d’une culture de confiance et d’intégrité au sein du Groupe et avec ses parties prenantes.;2;417;446
carrefour;2300;107;L’éthique et l’intégrité font historiquement partie des valeurs de Carrefour.;2;392;411
carrefour;2301;107;Carrefour refuse toute forme de corruption et respecte les lois anti-corruption applicables.;2;367;386
carrefour;2302;107;Un dispositif éthique global applicable à l’ensemble des filiales et des collaborateurs du Groupe a été structuré et déployé à partir de 2010 autour de plusieurs éléments :;2;333;361
carrefour;2303;107;"un « Code de conduite professionnelle » formalisé en 2010 autour de 10 principes, revu et actualisé en 2014, renommé « Nos Principes Éthiques », diffusés à collaborateurs dans tous les pays intégrés ;";2;288;327
carrefour;2304;107;"ces documents affirment notamment le refus de toute forme de corruption ;";2;265;284
carrefour;2305;107;"une gouvernance assurée par des Comités éthiques l’organisation, (Groupe/Pays), dont responsabilités sont précisés dans des chartes. Le Comité éthique du Groupe est présidé par le Secrétaire Général du Groupe qui assure ainsi le lien avec les instances dirigeantes du Groupe ;";2;202;260
carrefour;2306;107;"des dispositifs d’alerte locaux et un dispositif d’alerte global externalisé déployé à partir de décembre 2016 dans l’ensemble des pays, accessible 24h24 via Internet (ethique.carrefour.com) ou hotline téléphonique ;";2;158;197
carrefour;2307;107;un partage de « Nos Principes Éthiques » avec nos fournisseurs dans le cadre de chartes.;2;135;154
carrefour;2308;107;En 2016 et 2017, tous les Comités Exécutifs des pays dans lesquels Carrefour est présent ont consacré 3 heures à des échanges sur le thème « Éthique, comportements et responsabilités » lors desquels il a notamment été évoqué le sujet de la corruption, avec une part importante d’échanges sur des cas pratiques.;2;82;131
carrefour;2309;107;Chaque filiale de nos pays d’implantation prend naturellement en compte les réglementations applicables localement, notamment;2;57;76
carrefour;2310;107;CARREFOUR | DOCUMENT DE RÉFÉRENCE 2018;2;31;38
carrefour;2311;107;2.6 Conduite responsable des affaires;0;708;724
carrefour;2312;107;"2.6.1 Loyauté des pratiques.
";0;675;689
carrefour;2313;107;La politique fiscale de Carrefour;0;653;666
carrefour;2314;107;Dans le cadre de la conduite responsable de ses affaires, le groupe Carrefour veille au respect des règles applicables dans l’ensemble des pays dans lesquels le Groupe est implanté, y compris les règles visant à lutter contre l’évasion fiscale. Le groupe Carrefour applique une politique de transparence fiscale, qui implique de :;0;596;644
carrefour;2315;107;"garantir la présence d’une équipe fiscale bien formée et d’une grande expertise, à jour des dernières réformes fiscales ;";0;571;590
carrefour;2316;107;"entretenir avec les autorités fiscales des relations sur le long terme fondées sur la confiance ;";0;548;566
carrefour;2317;107;"la conformité de nos opérations assurer réglementations fiscales locales, sans recourir à des schémas artificiels pouvant conduire à de l’évasion fiscale ;";0;514;543
carrefour;2318;107;"appliquer une politique de flux intra-groupe conforme avec les principes OCDE ;";0;491;510
carrefour;2319;107;garantir la transparence fiscale avec les autorités fiscales, notamment par la mise en place de la déclaration pays par pays (Country-by-Country Reporting - CBCR).;0;458;487
carrefour;2320;107;Management fiscal et conformité;0;436;446
carrefour;2321;107;Carrefour s’engage à être en conformité avec les réglementations fiscales applicables dans chacun des pays où le Groupe est présent. Aucune entité Carrefour n’est localisée dans un pays mentionné sur la liste française ou sur la liste européenne des juridictions fiscales non-coopératives (ex. la liste « noire » publiée par le Conseil de l’Union Européenne).;0;370;429
carrefour;2322;107;Le processus de prise de décision au sein de Carrefour repose sur la conformité et la transparence fiscale, en particulier :;0;345;364
carrefour;2323;107;"Carrefour fait en sorte de payer un montant d’impôt approprié en fonction du lieu de création de la valeur dans le cours normal de l’activité commerciale, et de ne pas transférer artificiellement de valeur au sein de juridictions à faible niveau d’imposition ;";0;301;339
carrefour;2324;107;"Carrefour n’utilise pas de structures opaques ou d’entités situées dans des paradis fiscaux de façon à dissimuler des informations utiles pour les autorités fiscales ;";0;267;296
carrefour;2325;107;"Carrefour applique le principe de pleine concurrence aux prix de transfert et n’utilise pas les prix de transfert comme un outil de planification fiscale. Il convient de rappeler que l’organisation du groupe étant décentralisée, les transactions intragroupe au sein de Carrefour ne sont pas significatives (moins de 5% du total des ventes) ;";0;204;263
carrefour;2326;107;Carrefour communique dans un délai raisonnable aux autorités fiscales les informations dont elles ont besoin.;0;181;200
carrefour;2327;107;Les relations de Carrefour avec les autorités fiscales sont fondées sur la confiance mutuelle et la transparence. Nous sommes conscient qu’une non-conformité aux lois et règlementations fiscales locales pourrait nuire à la réputation du groupe Carrefour ou à ses relations avec les pays où nous exerçons notre activité.;0;128;176
carrefour;2328;107;La ligne d’alerte éthique (voir détail en section 2.6.2.), permet aux employés, aux fournisseurs ou aux prestataires de services de Carrefour, de signaler de manière confidentielle, toute situation ou comportement contraire à nos principes éthiques, y compris fiscaux.;0;73;122
carrefour;2329;107;2;3;595;612
carrefour;2330;107;l’ensemble des;3;298;307
carrefour;2331;107;les principes, rôles et;3;242;250
carrefour;2332;107;105;3;31;38
carrefour;2333;107;les avec;1;534;543
carrefour;2334;108;RESPONSABILITÉ SOCIÉTALE;0;754;763
carrefour;2335;108;Conduite responsable des affaires;0;744;751
carrefour;2336;108;en matière de corruption et met en place les programmes de mise en conformité adaptés ou appropriés.;0;706;724
carrefour;2337;108;Toutes les filiales locales ont ainsi développé et déployé depuis plusieurs années des procédures, des modules de formations et des dispositifs de prévention de la corruption et des conflits d’intérêts.;0;661;700
carrefour;2338;108;D’un point de vue plus général, le référentiel des règles Groupe, cadre de contrôle interne du Groupe, constitue un élément important de prévention et fait l’objet d’une évaluation annuelle par les différentes entités, et de contrôle dans le cadre des missions d’Audit interne.;0;606;655
carrefour;2339;108;Carrefour est par ailleurs membre de Transparency International (France) depuis 2009 et participe à ce titre aux travaux de l’association.;0;571;600
carrefour;2340;108;Un dispositif renforcé à l’occasion de la mise en conformité par rapport à la loi Sapin 2;0;537;558
carrefour;2341;108;Pour aller plus loin dans son engagement en matière de lutte contre la corruption, Carrefour a souhaité renforcer le dispositif existant à travers la réalisation et le déploiement de plusieurs éléments :;0;492;530
carrefour;2342;108;"une « Politique de lutte contre la corruption et le trafic d’influence » a été diffusée en février 2018 et est applicable à l’ensemble des entités du Groupe. Elle reprend notamment l’ensemble des principes ainsi que les positions à adopter et des exemples de situations concrètes ;";0;437;486
carrefour;2343;108;"une cartographie des risques de corruption et de trafic d’influence a été réalisée dans une approche plus globale des risques de conformité prenant en compte nouvelles réglementations, notamment le Règlement européen général sur la protection des données personnelles (RGPD) et la loi du 27 mars 2017 relative au devoir de vigilance des sociétés mères et des entreprises donneuses d’ordre ;";0;364;432
carrefour;2344;108;"cette cartographie identifie notamment des situations à risques en matière de corruption pour lesquelles des actions de prévention doivent être mises en œuvre pour éviter survenance et limiter les impacts ;";0;321;359
carrefour;2345;108;"un important dispositif de sensibilisation et de formation a été déployé à destination des fonctions et des collaborateurs exposés, dans le cadre de réunions en présentiel avec déjà plusieurs milliers de collaborateurs formés, d’un e-learning et d’un motion design destiné à l’ensemble des collaborateurs du Groupe ;";0;257;316
carrefour;2346;108;une analyse approfondie des procédures de contrôles comptables a été conduite avec l’assistance d’un cabinet spécialisé.;0;224;253
carrefour;2347;108;106 CARREFOUR | DOCUMENT DE RÉFÉRENCE 2018;0;31;38
carrefour;2348;108;Si les sanctions associées à des faits de corruption sont liées aux réglementations locales, Carrefour a formalisé un document sur les mesures disciplinaires associées à des comportements inappropriés, en indiquant notamment les facteurs aggravants et les facteurs minorants, permettant de déterminer l’implication et les conséquences pour chaque personne impliquée.;2;666;724
carrefour;2349;108;En 2018, Carrefour a souhaité également adhérer à l’association TRACE afin de profiter de son expertise et des outils développés, et en les mettant à disposition des filiales. L’adhésion à TRACE permet également d’échanger les bonnes pratiques et de participer à des rencontres au niveau régional/international avec d’autres entreprises membres.;2;601;660
carrefour;2350;108;Des principes partagés avec l’ensemble des parties prenantes;2;567;588
carrefour;2351;108;Carrefour est vigilant dans le choix de ses partenaires afin de s’assurer qu’ils partagent les convictions du Groupe en matière d’éthique.;2;531;560
carrefour;2352;108;Tous les fournisseurs adhèrent aux principes éthiques de Carrefour via des chartes qui sont soit annexées aux contrats soit directement signées par eux.;2;496;525
carrefour;2353;108;Carrefour attend des tiers avec lesquels le Groupe est en relation qu’ils mettent en place un dispositif de prévention visant à maîtriser les principaux risques de corruption en prenant en compte les spécificités de leur secteur d’activités et de d’implantation.;2;442;490
carrefour;2354;108;Ils doivent également mettre en place un dispositif d’information et de formation pour leurs collaborateurs exposés à ces risques.;2;417;436
carrefour;2355;108;Chacun peut enfin signaler toute pratique ou action qu’il estime contraire ou incompatible avec l’un des principes énoncés en contactant la ligne d’alerte éthique du Groupe.;2;382;411
carrefour;2356;108;Relation avec les Autorités Publiques;2;358;369
carrefour;2357;108;Le groupe Carrefour applique les règles en vigueur dans ses relations avec les autorités publiques et entend promouvoir des pratiques responsables lors de ces interactions.;2;323;352
carrefour;2358;108;Dans l’ensemble de ses pays d’implantation, les relations avec les autorités publiques se déroulent dans un cadre éthique respectueux des réglementations en vigueur. À titre d’exemple, en France les actions de représentation d’intérêts de Carrefour sont inscrites, conformément à la loi Sapin 2, dans le registre des représentants d’intérêts, dont le suivi est assuré par la Haute Autorité sur la Transparence de la Vie Publique.;2;248;317
carrefour;2359;108;leurs pays;3;452;460
carrefour;2360;108;les principales;1;404;412
carrefour;2361;109;RESPONSABILITÉ SOCIÉTALE;2;754;763
carrefour;2362;109;Conduite responsable des affaires;2;744;751
carrefour;2363;109;management du Groupe une vision globale des enjeux et des risques efficace, objective et aussi exhaustive que possible.;2;683;701
carrefour;2364;109;Elle porte sur les risques liés aux activités et aux métiers du Groupe ses dans d’activité pays tous d’approvisionnement.;2;648;677
carrefour;2365;109;Elle veille à associer dans l’identification et la revue des principaux risques, des parties prenantes internes et externes à Carrefour en fonction de leurs domaines d’expertise. Ainsi, la première étape d’élaboration de la cartographie des risques détaillée ci-dessous fait intervenir des consultations avec les équipes opérationnelles concernées ainsi qu’avec les ONG et syndicats partenaires de Carrefour.;2;573;642
carrefour;2366;109;Enfin, elle permet de partager une approche structurée et une vision hiérarchisée des risques avec les pays et les fonctions internes concernés, ainsi qu’une démarche commune de réponse aux différentes sollicitations réglementaires actuelles.;2;528;567
carrefour;2367;109;Méthode d’élaboration de la cartographie;2;505;515
carrefour;2368;109;La cartographie des risques de conformité est réalisée en deux étapes principales :;2;479;498
carrefour;2369;109;"une première étape d’identification, qui vise à recenser aussi exhaustivement que possible les risques que le Groupe fait porter à l’environnement et aux parties prenantes ;";2;444;473
carrefour;2370;109;"une seconde étape d’évaluation de ces risques au regard de la probabilité de survenance et de la gravité des impacts potentiels. L’évaluation d’un risque découle du produit de son importance (empreinte du groupe Carrefour) et de sa fréquence (récurrence des situations de risque) ;";2;391;440
carrefour;2371;109;l’étape suivante vise à la prévention des risques identifiés.;2;378;387
carrefour;2372;109;Les risques identifiés par Carrefour sont de 3 ordres :;2;365;373
carrefour;2373;109;"les risques liés aux différents métiers de Carrefour ;";2;350;359
carrefour;2374;109;"les risques liés aux secteurs d’activités avec lesquels Carrefour interagit régulièrement ;";2;327;345
carrefour;2375;109;les risques liés aux pays dans lesquels Carrefour exerce ses activités ou à certaines matières utilisées par Carrefour.;2;303;322
carrefour;2376;109;Carrefour s’appuie sur des référentiels propres ou partagés, mis à jour régulièrement, lui permettant d’élaborer une cartographie des risques exhaustive parmi lesquels :;2;270;299
carrefour;2377;109;"le référentiel des risques de conformité : déclinaison en risques génériques des différents enjeux de conformité en s’appuyant notamment sur les principales conventions de l’OIT pour le respect des droits humains. S’agissant de la protection de l’environnement, les risques identifiés sont, par exemple, la contribution au réchauffement climatique, la pollution de l’eau ou la gestion non maîtrisée de déchets ;";2;196;264
carrefour;2378;109;le référentiel des tiers : identification et classification des parties prenantes en 14 catégories, telles que les agents publics, les intermédiaires, les collaborateurs, actionnaires, les médias, etc.;2;152;191
carrefour;2379;109;CARREFOUR | DOCUMENT DE RÉFÉRENCE 2018;2;31;38
carrefour;2380;109;"2.6.2 Le Plan de vigilance du groupe Carrefour.
";0;710;724
carrefour;2381;109;En tant que commerçant alimentaire de référence et acteur majeur de l’économie mondiale, Carrefour est pleinement conscient de sa responsabilité sociétale. Le métier de commerçant et le modèle économique de Carrefour sont étroitement liés à la capacité de renouvellement des ressources naturelles, à la qualité et à la quantité des productions agricoles, au niveau d’engagement de ses collaborateurs ainsi qu’à la confiance des consommateurs et de toutes ses parties prenantes.;0;623;701
carrefour;2382;109;Carrefour a formalisé son engagement en faveur de la protection des droits humains et de l’environnement depuis 20 ans au travers de partenariats avec des ONG majeures dans ces domaines : le WWF pour la protection de l’environnement (1998), UNI Global Union pour les conditions de travail et les libertés fondamentales (2001), la FIDH pour les droits humains (2000).;0;558;617
carrefour;2383;109;Le Groupe est signataire du Pacte Mondial des Nations Unies depuis 2001.;0;533;552
carrefour;2384;109;Carrefour fait également partie des entreprises pionnières qui ont mis en œuvre des initiatives concrètes d’amélioration des pratiques environnementales d’approvisionnement : Initiative Clause Sociale, autodiagnostic développement durable des fournisseurs, etc. Le Groupe met en œuvre ces engagements au sein de ses activités propres et plus largement auprès de parties prenantes externes.;0;458;527
carrefour;2385;109;Ainsi, Carrefour est depuis longtemps engagé dans la prévention des risques de non-respect des droits humains et des libertés fondamentales, des risques d’atteinte grave à la santé et la sécurité des personnes et des risques de dégradation de l’environnement, visés par la loi n° 2017-399 du 27 mars 2017 relative au devoir de vigilance.;0;394;452
carrefour;2386;109;Le présent document expose le Plan de vigilance du groupe Carrefour prévu par cette loi ainsi que son bilan d’effectivité. Il détaille les processus et les méthodes utilisés par Carrefour, les mesures additionnelles prises dans le cadre du Plan de vigilance ainsi que les politiques, actions et mesures de performance mises en œuvre pour déployer ce plan.;0;329;388
carrefour;2387;109;Fondée sur un document clé qui encadre les activités des collaborateurs au quotidien - les Principes Éthiques de Carrefour - cette démarche entend appliquer ses principes dans la chaîne de valeur du Groupe à travers la Charte fournisseur et la Charte éthique intégrées dans les contrats d’achats et de prestation dans tous les pays.;0;264;323
carrefour;2388;109;Cet engagement se décline dans les différentes activités du Groupe au travers de nombreux autres outils – partenariats, échanges avec les parties prenantes, stratégie RSE, dialogue social, etc. – et prend vie dans l’engagement des femmes et des hommes du Groupe.;0;219;258
carrefour;2389;109;Méthode de cartographie des risques;0;193;206
carrefour;2390;109;L’approche en matière de cartographie des risques;0;174;184
carrefour;2391;109;La démarche de cartographie des risques, définie et conduite par la Direction risques et conformité du Groupe, vise à apporter au;0;148;167
carrefour;2392;109;ou opérationnelle;3;658;667
carrefour;2393;109;les;3;162;171
carrefour;2394;109;107;3;31;38
carrefour;2395;109;chaîne sociales dans;1;498;507
carrefour;2396;110;RESPONSABILITÉ SOCIÉTALE;0;754;763
carrefour;2397;110;Conduite responsable des affaires;0;744;751
carrefour;2398;110;Méthode d’Identification et description des risques et situations à risque;0;714;725
carrefour;2399;110;L’identification des risques combine donc plusieurs approches synthétisées dans le schéma ci-dessous.;0;698;707
carrefour;2400;110;FIGURE 13 : MÉTHODE D’IDENTIFICATION DES RISQUES ET SITUATIONS À RISQUES;0;675;685
carrefour;2401;110;L’approche métier consiste à croiser la cartographie des processus Carrefour (plus de 400 processus recensés) avec le référentiel des risques de conformité afin d’identifier les « processus sensibles » et de décrire les situations à risque rencontrées dans ces processus sensibles.;0;338;386
carrefour;2402;110;L’approche géographique consiste à identifier les risques pays en fonction d’indicateurs publics externes reconnus.;0;314;333
carrefour;2403;110;L’approche sectorielle (d’après la nomenclature NAF des secteurs) consiste à compléter l’approche opérationnelle et géographique par :;0;281;310
carrefour;2404;110;"une revue des incidents déjà rencontrés par le Groupe ou des entreprises agissant dans des secteurs d’activité comparables ou liés, grâce à une analyse approfondie des « cas publics » ;";0;248;277
carrefour;2405;110;"des consultations et expertises internes et externes ;";0;235;243
carrefour;2406;110;des études sectorielles et thématiques.;0;221;230
carrefour;2407;110;Cette combinaison d’approches est complétée par des recoupements avec d’autres principalement :;0;188;217
carrefour;2408;110;"un inventaire régulièrement tenu à jour des situations connues d’atteintes aux droits humains et à l’environnement du fait d’entreprises intervenant dans le secteur de la distribution ou des secteurs comparables ou liés ;";0;143;182
carrefour;2409;110;des consultations avec des ONG actives dans la défense de l’environnement et des droits humains et une analyse documentaires des actions connues d’ONG militant pour le respect des droits humains et pour l’environnement afin d’identifier et de recouper d’intérêts et les principaux pays concernés.;0;80;139
carrefour;2410;110;108 CARREFOUR | DOCUMENT DE RÉFÉRENCE 2018;0;31;38
carrefour;2411;110;Ainsi, chaque situation à risque fait l’objet d’une évaluation du risque inhérent, en fonction de la probabilité de survenance et de la gravité des impacts potentiels. Par exemple, l’existence d’une jurisprudence comparable à la situation étudiée est un facteur aggravant avec une incidence sur la probabilité de survenance du risque. Autre exemple, le facteur géographique peut être un facteur aggravant pour certains risques de conformité.;2;318;386
carrefour;2412;110;La détermination de la gravité est faite selon cinq natures d’impacts potentiels sur le Groupe ou sur ses parties prenantes : business, financier, judiciaire, humain/social, image. Des échelles de notation et des éléments d’appréciation sont définis pour chacun des deux critères d’évaluation.;2;263;312
carrefour;2413;110;Les situations à risque ainsi évaluées et les risques qui leur sont relatifs sont ensuite hiérarchisés à l’aide d’une matrice de qualification et de hiérarchisation des risques (risques mineurs, risques significatifs ou risques majeurs, selon la combinaison probabilité et gravité).;2;208;257
carrefour;2414;110;Consultation des parties prenantes et mise à jour;2;184;195
carrefour;2415;110;Dans l’analyse des risques réalisée, les équipes Carrefour se sont rapprochées non seulement des équipes internes mais également de l’expertise de leurs partenaires FIDH, WWF et syndicats sur l’identification des situations à risque. Cette cartographie des risques fait l’objet d’une veille continue et est mise à jour de manière annuelle notamment dans le cadre des partenariats engagés.;2;109;178
carrefour;2416;110;115 risques ont été identifiés et évalués selon la méthode présentée ci-dessus, les suivants ont été identifiés comme prioritaires en lien avec les obligations de la loi sur le devoir de vigilance (Figure 14) :;2;74;103
carrefour;2417;110;sources d’informations, dont;1;198;207
carrefour;2418;110;la protection de les sujets;1;90;109
carrefour;2419;111;RESPONSABILITÉ SOCIÉTALE;2;754;763
carrefour;2420;111;Conduite responsable des affaires;2;744;751
carrefour;2421;111;Catégorie;2;681;689
carrefour;2422;111;Qualité de vie au travail;2;665;674
carrefour;2423;111;Qualité de vie au travail;2;652;661
carrefour;2424;111;Santé au travail;2;631;639
carrefour;2425;111;Santé au travail;2;618;626
carrefour;2426;111;Santé au travail;2;605;613
carrefour;2427;111;Sécurité des consommateurs;2;592;600
carrefour;2428;111;Sécurité des consommateurs;2;570;579
carrefour;2429;111;Mixité & égalité des chances;2;548;557
carrefour;2430;111;Diversité & lutte contre les discriminations;2;518;535
carrefour;2431;111;Diversité & lutte contre les discriminations;2;496;514
carrefour;2432;111;Diversité & lutte contre les discriminations;2;475;492
carrefour;2433;111;Dialogue social;2;462;470
carrefour;2434;111;Dialogue social;2;440;449
carrefour;2435;111;Atteintes au patrimoine naturel et à la biodiversité;2;410;427
carrefour;2436;111;Economie Circulaire;2;388;397
carrefour;2437;111;Gestion non maîtrisée de l'énergie;2;366;375
carrefour;2438;111;Gestion non maîtrisée de l'énergie;2;345;353
carrefour;2439;111;Non respect des engagements sociétaux;2;314;332
carrefour;2440;111;Contribution au changement climatique;2;291;309
carrefour;2441;111;Ce cadre de référence que chaque collaborateur doit connaître et respecter reprend les engagements portés par :;2;194;213
carrefour;2442;111;"la Déclaration Universelle des droits de l’Homme ;";2;179;188
carrefour;2443;111;"les huit conventions fondamentales de Internationale du Travail (OIT) ;";2;156;175
carrefour;2444;111;"les principes directeurs de l’OCDE ;";2;143;152
carrefour;2445;111;"les principes du Pacte mondial de l’ONU ;";2;130;138
carrefour;2446;111;"les principes directeurs des Nations Unies ;";2;116;125
carrefour;2447;111;l’accord international avec l’UNI renouvelé en 2015.;2;103;112
carrefour;2448;111;Les principes éthiques sont les suivants :;2;90;98
carrefour;2449;111;"respecter la diversité ;";2;75;84
carrefour;2450;111;"contribuer à un environnement de travail sûr et sain ;";2;62;70
carrefour;2451;111;CARREFOUR | DOCUMENT DE RÉFÉRENCE 2018;2;31;38
